auteur,commentaire,likes,date_publication
@Sidonie-h3p,Vous avez vu vos profs de maths ?,0,2025-05-05T05:48:50Z
@raayzzor2545,"junior il a tout ken un regale , et fabien cette legende qui viens ici c'est une masterclass et il a rename un pas de danse c'""est insane ^^",2,2025-05-05T05:48:20Z
@tahabelghiti8173,Mon prof Franck il est dans la vidéo😮😮😮 je suis choqué mon prof de PS il est dans la vidéo je vais lui dire demain,0,2025-05-05T05:48:07Z
@paolo25290,Tiakola et Squeezie font rire mais SDM a par essayer de mettre des coups de pression et monopolisé la vidéo pour dire de la m..  on aurait pu s'en passer 😅,1,2025-05-05T05:47:20Z
@sournoisdu1788,Ils ont zapper le dernier prof de math,0,2025-05-05T05:44:06Z
@Leons_YT,Le kombucha est seulement disponible en France?,1,2025-05-05T05:43:12Z
@Chr93700,15:27 « A ZOBA YO J’TAVAIS DIS » 🤣🤣🤣🤣🤣🤣,14,2025-05-05T05:42:29Z
@Farestns.93,Le montage est incroyable vraiment j'ai pété de rire 🤣🤣,1,2025-05-05T05:41:37Z
@Reyvv1,Le doigt de SDM fait 3 km 22 😅,1,2025-05-05T05:40:53Z
@alisoncretollier610,EN PARLANT DE MOELLE OSSEUSE FAITES EN DON POUR SAUVER LES MALADES MERCI,1,2025-05-05T05:40:36Z
@Elouan_blanc,Incroyable la vidéo mais elle m'a coûté 200€.( J'ai fait tomber mes écouteurs sur les rails😢),0,2025-05-05T05:40:34Z
@jonathandubuc2013,Le début de manche des chirurgiens c'était une masterclage j'ai tellement ri,0,2025-05-05T05:38:02Z
@samslvn7379,Meilleure épisode d'imposteur merci au monteur 🎉🎉🎉😂😂😂,0,2025-05-05T05:37:23Z
@RyanEssafi,Oreo,0,2025-05-05T05:36:14Z
@didouraconte,Tiakola était sous frozen tout le long de la video 😂,1,2025-05-05T05:35:47Z
@Tft404,Mr douglas 🫡🫡merci de nous représenter,0,2025-05-05T05:35:28Z
@tings.gtr.,Squeezie est ce que t'es ciao boisson machin sont disponible dans les magasins en Belgique ?,1,2025-05-05T05:32:53Z
@lovelyxoxo_,"Big up à robestine , un des meilleurs épisodes de tous",0,2025-05-05T05:32:25Z
@Legrizz1.3,« Anguerant c’est un très bon ami de ma copine… »,0,2025-05-05T05:32:17Z
@toumyre,"Tiakola à l'air décerébré ce mec, aucune valeur ajouté, inutile on dirait il est defoncé",1,2025-05-05T05:32:01Z
@hannahlewis938,Purée ils sont hilarants ! 😂,0,2025-05-05T05:31:30Z
@Aymm_c,Le montage trop actif cest horrible possible d'etre un peu plus lent ?,0,2025-05-05T05:31:25Z
@Mlnn13-b4w,tiakola et sa casquette j'en parlerai dans mon livre  🤣🤣,1,2025-05-05T05:30:47Z
@TARS974,17:41 « je ne comprend pas » 😂,0,2025-05-05T05:29:14Z
@leelhy,L’un des meilleurs qui est l’imposteur g tellement rigolé  ! La mang’gue 😂😂😂😂😂😂😂,3,2025-05-05T05:28:39Z
@Esteban-fm3lq,Pendant toute la vidéo je voyais un oreo géant,0,2025-05-05T05:28:11Z
@hiwigoagain1299,Jamais autant rigoler 😂,0,2025-05-05T05:27:31Z
@jonashassan2283,L’utilité de tiako,1,2025-05-05T05:27:20Z
@N3WM0D,Un débardeur bien C.J bien Samp,0,2025-05-05T05:25:07Z
@theagrondin8361,tiako il est sous frozen ou quoi 😂😂😂,1,2025-05-05T05:22:37Z
@halimamohamed3653,Il a dit cartadose😂😂😂😂,0,2025-05-05T05:21:41Z
@somebodysomewhere328,Faut inviter des personnes qui ont envie d'être là... Parce que Tiakola vraiment... GG aux monteurs qui sauvent la vidéo,2,2025-05-05T05:19:52Z
@IDCH31,"c`est bien 26 mn la repense et non 1h34  les 4 quartier sont de 2 km et pas 2x4 , 2/5 =0.4 x 60 second = 24 mn + 2 mn de retard",0,2025-05-05T05:18:35Z
@cairealicia6333,Eh c’est l’imposteur le plus drôle depuis tous,1,2025-05-05T05:14:58Z
@elie_ab6967,15:27   IL A QUI QUOI SQUEEZIE  😮😮😮😮😮,1,2025-05-05T05:13:40Z
@Farestns.93,17:06 tu connais le théorème de Pythagore 🤣🤣,9,2025-05-05T05:13:09Z
@Wunjiro,"La partie problème mathématique, c’est trop facile lol",0,2025-05-05T05:10:41Z
@popbarry,L’épisode que j’ai le moins aimé perso. Et vous ?,1,2025-05-05T05:08:52Z
@mathieumorin-p7d,Caroline X les monteurs,1,2025-05-05T05:05:09Z
@kusmep8211,La manngue,1,2025-05-05T05:04:38Z
@EarnaxxeCulturePop,15:27 oza Zoba yo (t’es pas intelligent toi)😂🇨🇩,1,2025-05-05T05:04:12Z
@qlfmxh,L’alchimie Squeezie SDM c’est incroyable,1,2025-05-05T05:03:14Z
@fengyuan4491,42:45 le montage est à mourir de rire 😂,6,2025-05-05T05:02:36Z
@halimamohamed3653,J'ai adoré la partie sur les profs de math. Ils sont trop alaise😅,0,2025-05-05T04:58:14Z
@xen724,18:38 la mangue derrière sdm m’a tellement plié de rire 😂,1,2025-05-05T04:57:00Z
@jacquelinehenry1880,ah bah enfin,0,2025-05-05T04:56:45Z
@Farestns.93,Squeezie ramène d'autres rappeurs avec ce même concept comme rk par exemple,1,2025-05-05T04:56:42Z
@Jk_sensei,Avec la mangueuuuu🤣🤣🤣,0,2025-05-05T04:54:49Z
@V_odji,"10:17 "" vsy enguerrand fait nous ta soupe 😂😂😂""",2,2025-05-05T04:51:09Z
@chamouyoussouf501,Robestine ptn😂,0,2025-05-05T04:47:07Z
@Leturbon,J’SUIS MORT 🤣🤣🤣🤣,0,2025-05-05T04:43:56Z
@zoec127,sdm qui parle de grey’s anatomy j’aime beaucoup,0,2025-05-05T04:40:43Z
@GachaLily-v1j,22:22 Squeezie Fortnite 😂,2,2025-05-05T04:39:07Z
@n.d2728,Qui est l'imposteur ? (Ft Kaaris & Booba) pour la prochaine stp,0,2025-05-05T04:38:00Z
@Adrizii,"La vidéo super, mais le montage ouaahh des fois c’est juste chiant, laisse plus de naturel, la y’a des effets sonores et visuels toute les 2secondes des fois c’est drole mais la plupart du temps c’est relou ca m’fais penser a JDG qui parlais du montage vidéo des youtubers « faut que ca soit speed, faut pas que le public s’ennuie si y’a pas de montage pendant 2sec » un truc du genre, laisse nous respirer wsh",1,2025-05-05T04:37:31Z
@guillaumepradier4757,"Impossible sue tiakola soit pas defoncé, le frerot rigole pour rien dans la video de A a Z et est tellement lunaire",0,2025-05-05T04:36:39Z
@4purp971,SDM A GRANDIT DANS L'OMBRE DE DEREK,0,2025-05-05T04:34:07Z
@rectoner_2gaming_266,on veut un prochain épisode avec HAMZA et WALID SAX !,0,2025-05-05T04:30:56Z
@HavokRm,finalement une promo sans diabete pour les enfants qui regarde,0,2025-05-05T04:30:53Z
@walgrimmtrouveur-dor3058,"A 22min, Franrz imposteur, Pythagore se voit en 4eme...
Grillé ou prof de sous zone",0,2025-05-05T04:27:41Z
@snoutch9240,Tiakola c'est clairement cet enfant TDAH non diagnostiqué qui  rend fou les profs jppppppp,0,2025-05-05T04:27:24Z
@TheWorldcitizen2012,la flûte de « just a lil bit » de 50 sur tiakola pendant fergus!! pépite,0,2025-05-05T04:26:59Z
@Supaastry,Les monteurs c’est juste des génies,0,2025-05-05T04:24:17Z
@Raxin.clipss,"Les meilleurs invités, OCHOOO🎱 et T.I.A!!",1,2025-05-05T04:19:45Z
@victinix3759,Franchement le Squeeze est un host incroyable pour pouvoir garder l'esprit positif tout le long des tournages comme ça parce que là ces deux-là sont de loin les invités les plus désagréables et impolis,0,2025-05-05T04:19:18Z
@mskendy4760,SDM il est Hi-LA-RANT 😭,0,2025-05-05T04:19:02Z
@Jay_le-fou,"23:48  4quartiers de 2km = 8km

Marche marche à 5km/h donc 8km divisé par 5km=1,6h (1h36min)

30 sec de perdu par quartiers donc 30 x 4 =120(2min)

Reponse:  1h36 + 2min = 1 h 38 min 

Bref dans tout les cas il avait tord.",6,2025-05-05T04:18:41Z
@ok5178,à 24:22 le prof a raison,0,2025-05-05T04:18:22Z
@Im_V_,8:38 elle tremble de ouf la pauvre,13,2025-05-05T04:14:37Z
@maelleroi9371,Wsh mohad leds claquette cets  le mec de cité rose Jsuis pas fou,0,2025-05-05T04:08:08Z
@nath_tv5127,"Je veux juste être sur que tout le monde a compris, je ne sais pas qui fais les calculs dans l'équipe de Squeezie mais en 27 minutes faire 8 KM à 5 KM par heure c'est juste impossible haha",0,2025-05-05T04:07:44Z
@kernel__,"Le problème de frantz était malheureusement mal énoncé, yavait écrit qu'il traverse 4 quartiers de 2km au lieu d'évoir écrit ""pour un total de 4km""",2,2025-05-05T04:01:17Z
@rvheemx5582,ep de foue,0,2025-05-05T03:56:45Z
@tonhonpa,tiako jamais concentré lui il me fume trop 🤣🤣le meilleurs ce personnage,0,2025-05-05T03:56:07Z
@Fox_O3,Je crois c’est le meilleur imposteur vraiment,0,2025-05-05T03:53:23Z
@akeno7411,"C'est bien beau d'avoir une nouvelle boisson, mais il n'est pas au Québec tabarnak!",0,2025-05-05T03:53:10Z
@boomy2274,Force aux doubleurs !!,0,2025-05-05T03:52:27Z
@Noctis97418,😂😂😂 masterclass,0,2025-05-05T03:51:42Z
@noprym,Les barres de rire que je me suis tapé 😂 ! J'ai grave kiffé,0,2025-05-05T03:51:34Z
@yoelrilcy-toto3891,Franchement c’est le meilleur épisode 🤣 j’ai rigolé du début jusqu’à la fin,0,2025-05-05T03:51:14Z
@escasud6763,Squeezie c’est son 4538284e épisode il est toujours aussi éclaté mdrrr,0,2025-05-05T03:50:30Z
@danybrazeau9203,Malade ses juste une master classe chaque fois ❤❤❤❤,2,2025-05-05T03:47:07Z
@Madjin_Off,"56÷4,5 .

Tout le monde sait que ça fait 12,44.",0,2025-05-05T03:46:20Z
@t_tlove7407,42:38 fou rire caroline elle est incroyable,0,2025-05-05T03:43:18Z
@ChoKoSenpai,Squeezie c'est pas possible d'avoir été autant mauvais aujourd'hui 🤣😭,0,2025-05-05T03:43:01Z
@Lbk75019,Très fort l’épisode,0,2025-05-05T03:41:13Z
@FrancescoAlban,Ces 3 là wallay je vous jure c’est des assassins sans pitié🤣🤣,0,2025-05-05T03:40:10Z
@leyhann6085,faites un son tout les trois avec le mot « oh bestineeee »,0,2025-05-05T03:39:32Z
@bahademmane4461,Quel banger la vidéo ptn,0,2025-05-05T03:38:53Z
@Jm-jr4np,« La mangueeeee »😂😂😂😂😂😂😂😂😂,0,2025-05-05T03:38:45Z
@benitofarid1798,C’est moi qui ait mal compris ou il a dit 35/9 font 17.5??? ( le 2eme prof face à Tiakola),0,2025-05-05T03:36:44Z
@neyyji11,superbe vidéo j’ai trop thak,0,2025-05-05T03:34:45Z
@bilbo3436,16:07 qui va lui dire au squeez?,1,2025-05-05T03:32:44Z
@fabsebault199,"J ai vraiment bugger sur les inviter , j ai trouver cette épisode moin bon que les autres ,je les trouver autin envers certain protagoniste, irrespectueux et voir insultant , 😢 sa ne vos pas les anciens épisode je suis trop déçu",1,2025-05-05T03:32:05Z
@thiaggjays293,Les fous rires sur Frantz 😆😆😆,0,2025-05-05T03:31:59Z
@emmanuelrainville8244,"47:03 — Jean-Pierre sais réparer des genoux, mais aussi les brisé (⌐■_■)",1,2025-05-05T03:27:12Z
@chloegranger2124,51:02 ta tue ma boule 😭😂,0,2025-05-05T03:25:33Z
@mhm_viande,Merci pour le big up au Myope ❤❤❤❤❤❤,1,2025-05-05T03:24:05Z
@_anais_1126,42:06 On en parle des talents du monteur ?? 🤣 Vraiment il rend la vidéo hilarante,0,2025-05-05T03:23:11Z
@Madjin_Off,Je connais aucun des 2 je sais pas comment je dois le prendre ...,0,2025-05-05T03:19:34Z
@wassim_b9703,Le monteur y mérite d’être mentionné dans le titre tllmt il est fort🤣🤣,0,2025-05-05T03:17:50Z
@Ironman751000,Tiakola et SDM ils sont trop en pierre 🤣,2,2025-05-05T03:16:57Z
@LokiJackal,"J'ai vu débarquer Mohad Sanou, je suis devenu fou de joie. mais les gens, le gars il a une voxographie de dingue. C'est un bon, lui, un très bon.",0,2025-05-05T03:16:47Z
@salomet254,"Exceptionnelle cette vidéo 😃 L’alchimie des invités, l’humour incroyable de Tiakola et SD, le rythme, le montage avec les effets… j’ai passé un trop trop bon moment 😂😂",0,2025-05-05T03:16:21Z
@zackturcot823,"Fergus, on dirait le sosie d'Asa Butterfield",0,2025-05-05T03:15:49Z
@jodandy243,Les congolais j’ai juré on es des fou furieux 😂😂 n’importe où n’importe comment on met l’ambiance de la rigolade,0,2025-05-05T03:13:59Z
@yvesrael279,Top 3 des épisodes les plus drôles après Eric/Ramzy et Mister V/Jonathan Cohen 😂,0,2025-05-05T03:12:16Z
@liljohnny8378,54:49 bruit de pet qui régale,2,2025-05-05T03:10:44Z
@luzkassy-deeh5385,SDM c'est un gamin 😂😂😂on en parle pas assez😂😂😂,1,2025-05-05T03:10:35Z
@ultimatumroro7006,Pour l’exercice de math sur Frantz effectivement son calcul est bon SAUF sur le dernier calcul car tiakola perd 2 minutes au total sur les 4 quartiers et Frantz ducoup a diminuer le temps de tiakola de 2 minutes au lieu de l’augmenter de 2 minutes donc il a fais 1h36-2 min = 1h34 or la bonne réponse est bien 1h36 + 2 min = 1h38 !!🎉,0,2025-05-05T03:10:27Z
@emmanuelseri729,"Masterclass, montage incroyable, humour incroyable, acteur incroyable 👏",0,2025-05-05T03:10:01Z
@WillBouchy,Il manque quand même des sous titres à 18:00… plusieurs personnes ne vont pas comprendre :/,0,2025-05-05T03:09:55Z
@milassmg4694,Bisous à robestine,0,2025-05-05T03:09:39Z
@milassmg4694,Incroyableeee merci,0,2025-05-05T03:09:00Z
@Shidoni-san,"Le montage est juste incroyaaaable, le moment de Caroline des barres de rires et ces 5dernieres secondes de vidéo du génie 😂😂😂",0,2025-05-05T03:07:02Z
@horionmr_koros2985,42:39 le changement de regard de sdm 🤣,0,2025-05-05T03:04:30Z
@ALXXX888,Ce montage de malade ! Vous êtes des bons les monteurs !!! 😂👍,0,2025-05-05T03:04:22Z
@Momoz_41,Video de 55 minute dans laquelle  tiako a mis ça casquette de tout les façon possible,4,2025-05-05T03:01:46Z
@amff6866,Meilleur qui est le mytho🤣💪,0,2025-05-05T03:01:15Z
@Anonymebyworld,Olallalalallala le banger,0,2025-05-05T02:58:04Z
@_aless4ndro_,15:30 cette quoi le squeez?😂,0,2025-05-05T02:56:42Z
@Enguerrandd,Bizzare d'entendre mon prénom ENGUERRRAND 😭,0,2025-05-05T02:54:25Z
@redaction658,"Que retenir de la vidéo ?
- La mangueee",3,2025-05-05T02:50:53Z
@desobligeance,Le pressing des imposteur il est + hard que celui de Favé,3,2025-05-05T02:50:20Z
@badisbensaci4934,TOUT CE QUE J'AI RETENUE la Mangeuuuuhhhhh,1,2025-05-05T02:49:14Z
@StrikerJUL,"Le montage au moment de Caroline c’est du grand art, le création de l’humour est folle grâce à ce rythme de montage ; bravo ptn 🫶",15,2025-05-05T02:47:56Z
@onsqueez6505,❤❤❤❤❤,0,2025-05-05T02:47:05Z
@zaox-dc5nc,Par contre 24:16 il a bon c'est bien le bon résultat ... 1h38mn,2,2025-05-05T02:46:33Z
@norahb216,Ma vidéo préférée à vie de Squeezie,0,2025-05-05T02:44:32Z
@Annabiakb,Franchement le duo sdm + squeezie c’est le best !!! A chaque fois qui sont l’un avec l’autre c’est de la rigolade du début à la fin ! 🤌🏼🤣,26,2025-05-05T02:43:37Z
@KHAZYXHD,Le rire de SDM c’est le mal incarné 😂,1,2025-05-05T02:43:00Z
@tqteuh2181,"GROS COUP DE COEUR SUR SDM ET CAROLINE ! Ils ont tellement de bonne humeur en eux , j’ai adoré les écouter, j’ai trop rigolé 😂❤❤❤❤❤",304,2025-05-05T02:41:39Z
@astouiswhoiam,Incroyable comme d’habitude ❤ J’ai tellement rigolé merci pour cette vidéo ça remonte grave le moral 😂,0,2025-05-05T02:39:28Z
@Maaax-w4f,Épisode incroyable bonne nuit les robestine 😂😂,0,2025-05-05T02:39:13Z
@legendary5218,Le montage jpp je suis jaloux il est énorme vous êtes trop chaud les techos gg à vous et merci pour ce merveilleux moment (surtout le moment chirurgie ) 😂❤,0,2025-05-05T02:39:10Z
@Zachary.L-22,"C'est moi ou à chaque fois, il charcute le troisième",1,2025-05-05T02:38:54Z
@jitovi-st8fo,Tiako il a no clip pendant le theorème de Thales xD,0,2025-05-05T02:38:28Z
@ewanquemener1193,L’un des meilleurs episode,0,2025-05-05T02:37:50Z
@Atelio_o,Les frère à 23:39 la réponce c'est bien 1h et 57 minute ?,0,2025-05-05T02:37:31Z
@Yo-cy6eo,Le montage sur caroline cest pour m'abattre 🤣🤣🤣🤣 en ts cas elle est solaire elle degage une Vibe de fou ✨️,4,2025-05-05T02:37:08Z
@jaynopyt3227,Meilleure vidéo du soecle,0,2025-05-05T02:37:04Z
@EmmaDeschamps-nt5wz,le meilleur feat !!,0,2025-05-05T02:36:50Z
@onlygtavstreams4138,Par contre tiakola je trouve qu’il manque un peu de respect non,1,2025-05-05T02:34:30Z
@albertto4713,Invite Fabien Olicard stp,0,2025-05-05T02:33:33Z
@VehineKohumoetini,Non mais le montage il est incroyable 😭😭😭,0,2025-05-05T02:33:30Z
@psgekrhhr35,Squeezie peut ramener tout le rap français sur ce concept aucuns ne serait plus marrant que celui-là 😂😂,0,2025-05-05T02:33:20Z
@queenm3493,"Clairement ma vidéo préfèré de tout le concept, je me suis tappé des barre 😂 du débuts a la fin. Et le taff des monteurs waahhhh incroyable ❤",0,2025-05-05T02:32:37Z
@flashfamilly,incroyable,0,2025-05-05T02:30:44Z
@StarLooover,La Maaaaangueeeuuh😂😂😂😂😂,0,2025-05-05T02:27:52Z
@azzedined6974,La session vanne sur Junior/claquettes  j'étais en laaaaaaarmes,0,2025-05-05T02:26:57Z
@trayan9366,BESTTT EPISODE EVERRRR le LE MOMMENT AVEC LA CHIRURGIENNE JPPP,0,2025-05-05T02:25:22Z
@xsrb936,32:50 cette connexion Mdrrrr,0,2025-05-05T02:25:21Z
@helios1659,"A 24:13 le 26 minutes qu'annonce Squeezie, c'est en considérant une distance totale de seulement 2 km. Alors que l'énoncé laisse penser que chaque quartier fait 2 km, pour une distance totale de 8 km. Et donc un temps pour les traverser de 1 h 38, comme (presque) calculé par l'imposteur.",26,2025-05-05T02:25:14Z
@domleroy4130,"C'était un très bon épisode, très drôle, très divertissant, mais, DÉSOLÉ !!..  Il n'arrivera jamais à la cheville de celui avec Éric & Ramzy ❤  (ombre-man for ever 🤣👍)
N'empêche, n'arrête jamais ce concept, c'est un plaisir à chaques fois 🤘😁",0,2025-05-05T02:23:36Z
@cb7636,"Tiakola avec SDM et Squeezie au milieu, ça fait un Oreo lol",1,2025-05-05T02:21:38Z
@yklsoo1140,trop le feu cet épisode ! merci pr tt,0,2025-05-05T02:21:17Z
@Midaodao,Mdrrr le moment où caro raconte sa chirurgie ça m'a fait penser la scène dans scary movie 3 ou le 4 ( celui où y a the grudge etc) au moment où le perso principal parle avec cindy et qu'elle lui raconte comment elle s'occupe de la grand mère 🤣🤣🤣 jsuis mort,0,2025-05-05T02:20:59Z
@broken5872,I.N.C.R.O.Y.A.B.L.E.,0,2025-05-05T02:20:33Z
@sanslimitebouuge8138,"14:18 
C'est lui.
Mais c'est pas lui.
Mais c'est tellement lui.
Merci SDM 😂",17,2025-05-05T02:19:27Z
@HeloSkellington,"Meilleur episode depuis le depart , ils sont tous geniaux invités et imposteurs ! Merci beaucoup pour ces rires ❤",0,2025-05-05T02:16:52Z
@papou359,Tu tes d'ja chauffer la sur Tiakola *sons de claquette* j'suis dans paname,0,2025-05-05T02:15:52Z
@TyyyGgtu,Oreo,1,2025-05-05T02:15:07Z
@charlesmongeau8059,mais what squeez a commencer lassale ou quoi,0,2025-05-05T02:14:51Z
@PsgamingliveMistaT,😂😂😂😂,0,2025-05-05T02:14:14Z
@farffou3726,Opportunité manquer de pas avoir appelé la boisson Kombuciao,1,2025-05-05T02:13:26Z
@marrah-rn1yy,8h 2 million de vu presque c vrm le plus grand youtubeur français,0,2025-05-05T02:13:18Z
@kiowax1019,"Je lâche ce commentaire pour le boulot de fou du ou des monteurs, bravo !",0,2025-05-05T02:13:00Z
@weskobiinks7393,"Désolé mais c’est lui qui dit le contraire, il a menti pour moi, c’est le plus drôle des qui est l’imposteur depuis qu’il a sorti cette série",0,2025-05-05T02:12:49Z
@sarahelababes4591,Pourquoi il a pas appeler KOMBU’CIAO ?! 😢,1,2025-05-05T02:12:02Z
@emilejacob5954,Oreo,0,2025-05-05T02:11:12Z
@GauloisRefractaire,Sympa ton boléro @SDM,0,2025-05-05T02:11:07Z
@mathyssilvestre4719,Masterclass😂😂🥂,0,2025-05-05T02:09:33Z
@salimus22,concept tjrs aussi efficace,0,2025-05-05T02:09:11Z
@jimmybui3237,J’ai rarement autant rigolé d’un tel montage,0,2025-05-05T02:09:02Z
@reezehh290,34:50 hahaha Junior le pressing qu'il a prit est violent... l'un des meilleur episode,32,2025-05-05T02:07:59Z
